City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Predicted_AQI,AQI_Category
Chennai,2019-03-01,80.5,113.1,132.0,17.6,27.5,26.0,5.57,16.5,69.8,167.6,Moderate,167.59699999999953,Moderate
Kolkata,2019-03-01,174.3,321.2,194.7,19.4,205.1,26.3,5.74,86.0,173.4,341.9,Very Poor,341.88400000000075,Very Poor
Bangalore,2019-03-01,447.8,256.8,71.2,99.6,135.7,20.2,2.33,80.3,19.7,206.8,Poor,206.776,Poor
Delhi,2019-03-02,478.8,519.7,153.9,50.0,64.0,23.9,5.13,16.4,30.9,139.0,Moderate,139.32899999999998,Moderate
Mumbai,2019-03-02,403.4,11.3,75.6,85.4,47.5,1.4,2.7,76.5,111.9,117.1,Moderate,116.58249999999985,Moderate
Chennai,2019-03-02,431.8,432.6,116.5,51.4,218.3,46.6,6.16,33.6,166.1,403.3,Severe,403.266000000001,Severe
Kolkata,2019-03-02,349.3,359.2,18.0,22.4,237.7,9.0,8.17,62.0,54.8,499.3,Severe,499.3040000000011,Severe
Bangalore,2019-03-02,324.7,258.7,83.7,31.7,242.7,46.7,9.94,74.8,65.7,474.7,Severe,475.1149999999987,Severe
Delhi,2019-03-03,110.8,186.2,164.4,111.6,182.3,8.5,0.98,18.5,145.8,268.6,Poor,268.57049999999936,Poor
Mumbai,2019-03-03,168.1,359.9,36.9,122.4,64.5,23.4,7.49,82.3,4.9,337.1,Very Poor,337.05699999999916,Very Poor
Chennai,2019-03-03,30.8,528.8,142.8,145.2,156.6,10.1,3.84,65.1,5.2,165.2,Moderate,164.96300000000028,Moderate
Kolkata,2019-03-03,383.0,422.2,120.2,136.1,23.7,38.7,4.25,31.9,187.6,390.2,Very Poor,390.37749999999966,Very Poor
Bangalore,2019-03-03,50.2,384.1,191.7,71.4,238.6,32.8,9.87,69.8,114.4,342.5,Very Poor,342.4560000000001,Very Poor
Delhi,2019-03-04,471.9,140.1,30.2,16.3,63.2,12.1,2.31,54.6,85.3,127.0,Moderate,128.26899999999995,Moderate
Mumbai,2019-03-04,133.4,62.5,95.4,138.3,239.1,3.8,5.25,18.0,60.2,310.5,Very Poor,310.5249999999998,Very Poor
Chennai,2019-03-04,472.7,67.3,137.6,70.7,48.6,18.2,4.39,52.6,157.2,184.0,Moderate,183.95199999999986,Moderate
Kolkata,2019-03-04,118.5,231.0,175.7,67.9,34.1,16.5,1.54,64.0,79.6,294.9,Poor,294.9835000000005,Poor
Bangalore,2019-03-04,385.1,204.6,107.0,27.9,173.9,20.4,6.69,97.5,133.9,169.8,Moderate,169.9524999999998,Moderate
Delhi,2019-03-05,31.1,371.5,170.6,9.7,14.1,5.9,6.34,35.8,80.1,326.7,Very Poor,326.61749999999915,Very Poor
Mumbai,2019-03-05,183.3,312.8,94.5,109.1,57.0,18.1,4.56,27.5,91.6,348.8,Very Poor,348.7785000000006,Very Poor
Chennai,2019-03-05,364.6,332.5,1.8,68.2,134.2,23.8,2.61,3.6,73.0,282.5,Poor,282.48650000000004,Poor
Kolkata,2019-03-05,79.4,416.4,165.6,116.6,170.5,33.8,8.37,83.9,51.8,383.0,Very Poor,382.81649999999973,Very Poor
Bangalore,2019-03-05,364.6,420.7,5.4,51.5,225.7,29.1,0.35,79.9,3.7,388.3,Very Poor,388.27650000000125,Very Poor
Delhi,2019-03-06,234.8,105.4,68.7,59.4,117.1,17.8,8.57,75.4,114.2,388.3,Very Poor,388.3075000000011,Very Poor
Mumbai,2019-03-06,143.4,522.0,126.9,144.2,205.0,46.7,7.29,5.4,72.0,318.2,Very Poor,318.2915000000003,Very Poor
Chennai,2019-03-06,394.9,461.8,147.3,110.5,89.8,8.9,8.49,85.4,83.3,445.2,Severe,445.4000000000008,Severe
Kolkata,2019-03-06,86.4,248.3,189.2,101.3,166.0,44.7,8.97,56.7,43.0,198.9,Moderate,196.1495000000002,Moderate
Bangalore,2019-03-06,11.7,420.7,141.4,147.6,188.8,44.0,1.4,44.1,111.7,388.3,Very Poor,388.44400000000064,Very Poor
Delhi,2019-03-07,74.3,227.5,193.2,10.9,139.4,7.0,0.8,4.6,166.2,197.3,Moderate,197.11800000000005,Moderate
Mumbai,2019-03-07,15.4,153.7,190.6,80.1,94.9,16.4,3.42,29.0,63.3,136.0,Moderate,136.3525,Moderate
Chennai,2019-03-07,276.1,138.4,42.9,107.6,188.0,18.6,4.76,13.5,74.9,426.1,Severe,426.0790000000005,Severe
Kolkata,2019-03-07,366.2,92.5,20.8,144.1,216.9,16.5,8.97,76.7,45.5,187.1,Moderate,187.14199999999943,Moderate
Bangalore,2019-03-07,166.3,153.8,172.3,53.3,105.2,6.2,8.09,14.8,83.9,335.8,Very Poor,335.7500000000003,Very Poor
Delhi,2019-03-08,255.4,98.4,51.1,23.3,193.5,26.1,1.83,87.7,58.8,405.4,Severe,405.39549999999997,Severe
Mumbai,2019-03-08,131.3,348.8,135.4,65.4,37.9,22.9,3.04,90.2,107.2,308.9,Very Poor,309.2625,Very Poor
Chennai,2019-03-08,237.7,254.7,88.2,113.6,66.9,7.7,3.17,21.0,103.7,390.6,Very Poor,390.57650000000007,Very Poor
Kolkata,2019-03-08,445.5,466.7,120.1,57.6,216.1,32.0,6.12,57.4,134.1,452.2,Severe,452.19149999999877,Severe
Bangalore,2019-03-08,392.7,576.4,115.6,89.1,23.2,46.8,6.78,61.9,197.9,274.4,Poor,274.35950000000065,Poor
Delhi,2019-03-09,272.8,184.8,55.7,80.9,77.9,19.1,9.36,42.7,171.9,422.8,Severe,422.7830000000005,Severe
Mumbai,2019-03-09,350.0,408.9,15.2,148.6,59.9,13.0,8.32,92.2,98.5,500.0,Severe,499.9624999999999,Severe
Chennai,2019-03-09,150.3,287.1,177.4,112.0,200.0,4.7,0.74,12.6,144.2,323.5,Very Poor,323.5439999999997,Very Poor
Kolkata,2019-03-09,2.5,329.4,66.5,37.5,12.5,30.7,1.51,9.0,176.0,279.4,Poor,279.37800000000055,Poor
Bangalore,2019-03-09,112.0,228.8,112.7,51.5,224.1,15.8,9.65,77.5,25.7,272.7,Poor,272.6664999999994,Poor
Delhi,2019-03-10,441.5,380.3,146.0,9.3,137.4,5.1,2.09,25.5,142.9,337.7,Very Poor,337.56199999999905,Very Poor
Mumbai,2019-03-10,173.0,428.2,24.6,116.1,114.6,28.2,2.27,54.2,166.2,397.7,Very Poor,397.18299999999977,Very Poor
Chennai,2019-03-10,469.5,401.3,74.9,71.4,199.2,7.0,6.79,20.1,115.2,364.0,Very Poor,363.9445000000001,Very Poor
Kolkata,2019-03-10,51.3,597.5,190.5,32.7,243.4,25.8,7.23,38.3,76.9,165.3,Moderate,165.80449999999965,Moderate
Bangalore,2019-03-10,65.4,83.8,95.7,45.0,199.8,4.3,4.66,78.0,79.0,133.1,Moderate,133.876,Moderate
Delhi,2019-03-11,239.1,266.1,12.5,88.1,169.9,3.5,6.7,98.7,123.8,391.6,Very Poor,391.6139999999996,Very Poor
Mumbai,2019-03-11,220.3,43.1,24.7,42.9,234.1,33.1,0.82,22.6,178.3,377.2,Very Poor,377.1679999999992,Very Poor
Chennai,2019-03-11,100.7,364.9,91.2,0.8,119.9,47.0,9.51,37.7,88.6,318.4,Very Poor,318.72300000000047,Very Poor
Kolkata,2019-03-11,118.0,268.6,127.3,38.5,6.1,34.5,0.42,0.6,26.1,293.2,Poor,293.2559999999996,Poor
Bangalore,2019-03-11,395.6,74.9,85.3,0.2,125.6,7.1,5.0,65.5,194.2,265.0,Poor,264.92699999999974,Poor
Delhi,2019-03-12,383.9,145.2,159.9,99.3,241.5,3.5,4.13,70.2,58.5,130.4,Moderate,130.30600000000013,Moderate
Mumbai,2019-03-12,323.9,315.9,141.6,133.1,99.5,12.3,8.89,3.4,191.0,473.9,Severe,473.8989999999997,Severe
Chennai,2019-03-12,375.2,232.3,104.8,128.8,20.0,27.3,8.26,77.7,85.1,188.2,Moderate,187.9325,Moderate
Kolkata,2019-03-12,102.4,86.4,56.5,127.4,148.4,45.0,4.33,7.4,38.2,239.9,Poor,239.51350000000045,Poor
Bangalore,2019-03-12,99.3,360.2,92.6,2.8,156.6,11.5,4.29,51.9,82.2,312.5,Very Poor,312.49850000000026,Very Poor
Delhi,2019-03-13,160.4,41.4,22.4,47.9,124.3,17.7,8.12,43.4,109.9,331.2,Very Poor,331.2209999999995,Very Poor
Mumbai,2019-03-13,139.0,175.8,69.2,72.8,12.2,17.5,0.96,67.9,32.3,314.8,Very Poor,314.7550000000003,Very Poor
Chennai,2019-03-13,288.2,258.3,69.8,145.6,232.2,44.5,3.72,25.6,68.9,438.2,Severe,438.1749999999991,Severe
Kolkata,2019-03-13,43.5,112.7,111.1,117.0,54.8,22.3,0.71,71.2,176.9,221.1,Poor,221.07349999999943,Poor
Bangalore,2019-03-13,296.9,130.6,195.3,68.5,209.1,12.9,2.16,91.2,42.1,446.9,Severe,446.8715000000008,Severe
Delhi,2019-03-14,171.4,67.5,156.0,125.1,166.3,40.4,1.73,43.0,91.0,339.7,Very Poor,339.67049999999915,Very Poor
Mumbai,2019-03-14,273.4,349.7,53.9,81.0,67.2,39.1,5.12,82.9,0.4,423.4,Severe,423.365,Severe
Chennai,2019-03-14,485.3,471.4,174.5,38.1,59.9,49.3,1.65,80.4,55.3,459.0,Severe,459.0165000000002,Severe
Kolkata,2019-03-14,162.4,315.7,2.4,137.7,97.5,31.3,1.2,49.0,196.0,332.8,Very Poor,332.7735000000006,Very Poor
Bangalore,2019-03-14,336.1,162.3,29.2,72.2,222.8,25.0,2.58,63.6,42.7,486.1,Severe,486.0705000000009,Severe
Delhi,2019-03-15,330.6,7.1,120.5,96.5,14.5,41.9,8.86,50.9,63.3,480.6,Severe,480.5920000000007,Severe
Mumbai,2019-03-15,458.6,7.5,108.5,148.2,181.4,31.3,9.69,73.5,61.1,196.1,Moderate,196.07149999999993,Moderate
Chennai,2019-03-15,286.4,482.3,165.4,73.4,202.6,28.7,8.1,15.3,98.4,474.6,Severe,472.3844999999996,Severe
Kolkata,2019-03-15,475.2,578.0,132.8,112.8,0.6,13.6,0.21,60.9,159.7,187.7,Moderate,187.76049999999998,Moderate
Bangalore,2019-03-15,112.8,512.8,143.0,46.5,114.5,36.8,6.94,42.5,105.2,275.4,Poor,275.2640000000006,Poor
Delhi,2019-03-16,401.1,207.1,162.8,1.5,78.2,4.1,4.91,84.5,25.9,171.5,Moderate,171.5389999999999,Moderate
Mumbai,2019-03-16,242.3,413.0,77.6,128.6,209.2,19.5,8.08,54.7,133.8,394.1,Very Poor,394.0939999999997,Very Poor
Chennai,2019-03-16,231.8,598.4,79.9,45.5,159.6,30.0,1.16,56.5,137.9,386.0,Very Poor,385.9765000000001,Very Poor
Kolkata,2019-03-16,191.7,432.7,84.2,116.0,22.9,17.4,2.23,22.0,122.4,403.4,Severe,403.38699999999983,Severe
Bangalore,2019-03-16,304.0,90.5,143.8,74.8,200.2,0.6,1.93,76.5,140.0,454.0,Severe,454.3544999999999,Severe
Delhi,2019-03-17,77.0,93.2,159.5,68.7,153.9,8.2,9.36,91.4,139.9,192.0,Moderate,192.38699999999997,Moderate
Mumbai,2019-03-17,398.8,379.5,7.1,118.3,193.9,26.2,4.93,67.6,175.3,336.7,Very Poor,336.79999999999893,Very Poor
Chennai,2019-03-17,354.6,131.9,183.7,139.4,199.1,17.7,7.22,50.9,31.3,165.2,Moderate,165.371,Moderate
Kolkata,2019-03-17,182.4,164.3,36.2,53.5,22.0,11.4,7.12,23.8,117.4,348.1,Very Poor,348.10399999999953,Very Poor
Bangalore,2019-03-17,76.1,8.8,160.1,31.5,230.0,17.0,4.07,16.3,148.7,171.5,Moderate,171.12599999999992,Moderate
Delhi,2019-03-18,352.7,39.1,180.2,147.7,17.7,24.2,7.67,9.6,87.5,170.8,Moderate,171.10999999999981,Moderate
Mumbai,2019-03-18,228.8,158.6,63.7,47.7,223.8,11.9,7.25,77.2,55.8,383.7,Very Poor,383.7119999999992,Very Poor
Chennai,2019-03-18,397.1,250.2,19.1,61.8,175.9,26.6,5.19,47.5,8.4,139.7,Moderate,137.4680000000003,Moderate
Kolkata,2019-03-18,195.8,523.3,136.2,116.1,24.1,18.8,0.21,0.7,158.6,358.4,Very Poor,358.42700000000013,Very Poor
Bangalore,2019-03-18,313.2,216.9,125.6,11.3,220.3,44.4,8.82,40.0,100.4,463.2,Severe,463.28899999999913,Severe
Delhi,2019-03-19,325.4,464.7,172.2,116.9,93.4,42.6,1.25,88.8,77.8,475.4,Severe,475.4074999999991,Severe
Mumbai,2019-03-19,14.0,598.3,159.0,33.8,163.3,4.0,6.6,22.9,70.4,157.4,Moderate,157.31849999999972,Moderate
Chennai,2019-03-19,280.2,105.5,115.5,133.9,146.3,34.4,0.05,5.6,86.5,430.2,Severe,430.2034999999989,Severe
Kolkata,2019-03-19,388.3,129.6,57.7,53.0,178.2,24.5,2.27,55.0,91.7,120.0,Moderate,119.756,Moderate
Bangalore,2019-03-19,493.3,227.1,45.3,139.0,156.8,37.0,7.1,99.6,61.4,184.8,Moderate,184.61699999999993,Moderate
Delhi,2019-03-20,398.9,38.0,53.3,139.6,138.5,25.7,6.35,64.1,126.6,159.6,Moderate,159.41849999999994,Moderate
Mumbai,2019-03-20,61.1,373.1,186.5,27.3,166.9,31.9,1.14,48.4,149.5,328.7,Very Poor,328.71699999999953,Very Poor
Chennai,2019-03-20,339.2,581.9,137.6,5.8,225.9,26.2,7.84,97.8,154.4,489.2,Severe,489.2419999999983,Severe
Kolkata,2019-03-20,467.2,309.6,92.6,20.8,140.9,49.7,5.41,2.3,1.1,259.6,Poor,259.7969999999993,Poor
Bangalore,2019-03-20,37.3,131.7,149.2,11.5,26.4,7.8,3.29,89.5,73.8,121.4,Moderate,121.8190000000002,Moderate
Delhi,2019-03-21,383.1,131.6,71.3,124.2,49.2,20.3,3.81,3.0,83.7,144.2,Moderate,144.4850000000002,Moderate
Mumbai,2019-03-21,353.2,250.2,28.5,77.1,50.7,16.3,0.37,68.2,78.9,96.4,Satisfactory,107.84650000000006,Moderate
Chennai,2019-03-21,289.3,44.9,197.3,62.4,149.3,46.8,2.32,15.7,63.5,439.3,Severe,439.32499999999993,Severe
Kolkata,2019-03-21,417.8,34.6,154.8,91.7,221.5,5.6,9.77,96.8,93.7,197.1,Moderate,197.08349999999962,Moderate
Bangalore,2019-03-21,273.1,53.0,167.3,79.1,202.4,35.1,2.42,52.4,180.5,423.1,Severe,423.0950000000005,Severe
Delhi,2019-03-22,194.7,362.8,164.2,15.0,140.7,19.4,8.47,16.4,156.6,357.6,Very Poor,357.59599999999955,Very Poor
Mumbai,2019-03-22,311.0,261.8,86.6,21.0,46.5,21.6,3.61,24.3,6.9,461.0,Severe,461.1145,Severe
Chennai,2019-03-22,106.9,339.5,169.2,113.9,191.1,2.2,2.33,34.2,112.9,289.5,Poor,289.2085000000001,Poor
Kolkata,2019-03-22,346.8,510.1,195.2,20.7,82.2,11.4,8.92,14.8,175.5,496.8,Severe,496.78350000000034,Severe
Bangalore,2019-03-22,83.9,113.5,147.9,123.2,213.0,45.0,1.76,52.8,13.2,179.2,Moderate,179.11250000000018,Moderate
Delhi,2019-03-23,485.6,15.4,113.7,25.1,139.1,37.6,9.51,84.5,64.2,193.9,Moderate,193.98000000000044,Moderate
Mumbai,2019-03-23,26.0,554.3,14.1,85.4,73.9,14.0,5.9,12.0,130.3,148.6,Moderate,149.08949999999976,Moderate
Chennai,2019-03-23,181.7,434.6,178.1,67.1,36.0,39.9,6.89,92.4,2.7,406.2,Severe,405.9145,Severe
Kolkata,2019-03-23,179.4,412.3,116.7,54.9,94.5,1.3,8.97,83.1,182.0,377.8,Very Poor,377.56150000000076,Very Poor
Bangalore,2019-03-23,139.5,228.2,60.5,84.8,194.0,24.7,0.65,68.5,82.3,315.2,Very Poor,315.18049999999903,Very Poor
Delhi,2019-03-24,473.3,557.0,134.8,14.7,191.8,21.6,9.58,97.4,12.9,194.7,Moderate,194.8074999999999,Moderate
Mumbai,2019-03-24,76.9,576.4,34.6,16.3,41.0,27.3,4.8,29.7,155.4,181.4,Moderate,181.08850000000032,Moderate
Chennai,2019-03-24,296.4,248.3,61.4,45.7,183.1,19.1,2.51,13.4,24.5,446.4,Severe,446.49950000000024,Severe
Kolkata,2019-03-24,426.5,263.0,103.1,17.8,169.6,5.0,6.56,6.9,183.5,237.8,Poor,237.7405000000004,Poor
Bangalore,2019-03-24,407.0,5.4,65.9,108.2,102.5,36.5,5.01,87.2,53.8,137.5,Moderate,137.78549999999993,Moderate
Delhi,2019-03-25,26.3,472.5,106.0,114.2,207.8,5.1,6.55,67.3,8.5,460.5,Severe,460.5729999999996,Severe
Mumbai,2019-03-25,264.5,517.7,49.4,0.5,26.3,27.4,2.3,23.8,101.2,414.5,Severe,414.5405000000003,Severe
Chennai,2019-03-25,68.6,402.5,148.6,29.6,48.0,4.4,3.73,99.1,30.8,365.5,Very Poor,365.33100000000064,Very Poor
Kolkata,2019-03-25,392.7,508.6,114.4,134.7,194.2,19.9,7.15,85.2,163.4,193.2,Moderate,192.32999999999993,Moderate
Bangalore,2019-03-25,116.3,42.4,16.9,105.4,198.9,40.5,5.7,18.2,35.3,287.4,Poor,287.3505000000007,Poor
Delhi,2019-03-26,150.6,160.5,177.3,62.0,193.9,31.5,8.71,54.5,163.1,323.7,Very Poor,323.71299999999906,Very Poor
Mumbai,2019-03-26,198.1,480.5,15.5,55.5,242.3,26.6,7.57,27.9,45.8,472.0,Severe,471.94899999999967,Severe
Chennai,2019-03-26,115.4,190.5,183.7,48.5,77.2,17.6,8.92,93.4,123.9,284.3,Poor,284.3925000000007,Poor
Kolkata,2019-03-26,461.2,202.2,27.4,36.5,63.5,37.1,5.71,90.3,50.4,168.2,Moderate,168.31500000000025,Moderate
Bangalore,2019-03-26,356.3,124.5,139.8,64.7,15.5,25.5,2.95,21.3,67.0,116.6,Moderate,115.7084999999999,Moderate
Delhi,2019-03-27,157.5,564.2,93.4,135.2,161.7,8.5,0.58,22.4,39.4,329.0,Very Poor,328.9414999999998,Very Poor
Mumbai,2019-03-27,453.1,423.6,139.7,46.0,3.1,42.6,9.31,52.6,76.4,392.0,Very Poor,392.06099999999986,Very Poor
Chennai,2019-03-27,480.9,555.1,40.2,2.6,86.9,6.4,2.59,97.3,107.4,110.5,Moderate,110.00299999999999,Moderate
Kolkata,2019-03-27,485.3,136.7,132.4,24.0,105.0,20.5,1.31,94.1,145.3,166.5,Moderate,166.67149999999998,Moderate
Bangalore,2019-03-27,403.9,6.3,129.9,33.6,229.6,32.6,9.31,75.4,41.0,191.4,Moderate,191.36300000000043,Moderate
Delhi,2019-03-28,185.3,351.4,21.5,90.4,121.1,40.5,6.5,52.1,80.3,350.3,Very Poor,350.30300000000125,Very Poor
Mumbai,2019-03-28,47.8,358.6,64.7,143.7,74.7,43.5,1.53,81.9,117.5,310.5,Very Poor,310.5460000000001,Very Poor
Chennai,2019-03-28,85.5,274.2,116.8,102.1,135.9,30.3,7.91,95.5,138.4,224.2,Poor,224.2369999999998,Poor
Kolkata,2019-03-28,73.5,453.2,156.3,50.7,40.9,7.5,9.54,35.2,155.2,432.9,Severe,432.94449999999966,Severe
Bangalore,2019-03-28,220.5,156.7,88.4,74.0,205.0,40.2,4.17,7.0,37.5,377.4,Very Poor,377.38200000000046,Very Poor
Delhi,2019-03-29,113.2,13.0,19.5,112.0,156.6,33.3,9.41,22.3,77.9,276.8,Poor,276.8730000000006,Poor
Mumbai,2019-03-29,152.4,341.6,31.6,60.1,48.6,49.0,5.88,3.8,134.4,325.1,Very Poor,325.0354999999991,Very Poor
Chennai,2019-03-29,225.4,538.1,63.6,58.0,190.1,1.5,1.53,57.8,134.1,381.1,Very Poor,381.13399999999973,Very Poor
Kolkata,2019-03-29,328.0,596.8,99.7,52.7,185.3,49.8,6.79,32.2,103.4,478.0,Severe,478.1880000000001,Severe
Bangalore,2019-03-29,305.3,114.3,78.7,119.7,69.6,14.2,5.76,15.1,46.1,455.3,Severe,455.29300000000023,Severe
Delhi,2019-03-30,60.5,259.5,17.4,132.3,119.1,5.5,6.7,23.3,113.4,209.5,Poor,209.52500000000026,Poor
Mumbai,2019-03-30,149.6,235.2,173.3,9.9,122.5,35.3,2.6,32.0,78.3,322.9,Very Poor,322.90250000000094,Very Poor
Chennai,2019-03-30,352.0,561.5,46.9,98.4,48.2,15.4,2.03,66.8,147.9,170.3,Moderate,168.93099999999995,Moderate
Kolkata,2019-03-30,473.7,17.6,72.4,143.6,110.6,25.1,0.94,78.8,185.4,242.6,Poor,242.59299999999942,Poor
Bangalore,2019-03-30,276.4,4.6,21.0,127.2,239.4,44.5,4.56,3.8,64.7,426.4,Severe,426.3499999999998,Severe
Delhi,2019-03-31,210.9,177.5,109.6,59.5,120.8,34.2,3.38,64.0,20.4,370.0,Very Poor,370.01,Very Poor
Mumbai,2019-03-31,282.7,541.1,170.7,4.3,190.1,9.1,3.41,33.9,92.4,432.7,Severe,432.5974999999988,Severe
Chennai,2019-03-31,330.0,83.8,97.3,14.4,46.2,23.4,6.06,95.9,28.7,480.0,Severe,479.9985000000002,Severe
Kolkata,2019-03-31,77.5,350.5,88.3,130.2,238.3,27.8,1.92,30.6,67.3,157.3,Moderate,169.03249999999986,Moderate
Bangalore,2019-03-31,6.2,238.5,121.7,145.9,1.0,5.3,8.3,53.1,71.0,192.4,Moderate,192.1465000000005,Moderate
Delhi,2019-04-01,324.2,54.8,163.0,33.8,37.2,28.5,3.5,13.8,147.6,474.2,Severe,474.3104999999988,Severe
Mumbai,2019-04-01,32.9,529.9,58.5,115.3,92.6,47.4,4.86,69.8,104.4,135.6,Moderate,137.83299999999969,Moderate
Chennai,2019-04-01,224.3,435.5,62.1,100.2,177.3,46.0,3.85,17.6,82.9,407.5,Severe,408.45099999999996,Severe
Kolkata,2019-04-01,13.0,279.0,14.0,111.3,213.9,26.6,9.49,48.7,199.4,278.2,Poor,275.32599999999945,Poor
Bangalore,2019-04-01,5.5,424.5,49.3,81.1,225.6,24.1,4.12,40.6,9.3,393.1,Very Poor,393.0590000000001,Very Poor
Delhi,2019-04-02,258.6,585.0,41.8,9.5,231.1,10.0,4.01,33.5,175.4,408.6,Severe,408.6590000000004,Severe
Mumbai,2019-04-02,413.3,519.6,66.6,82.9,134.5,19.5,0.97,75.2,196.6,271.1,Poor,271.5809999999994,Poor
Chennai,2019-04-02,495.6,85.0,39.8,60.7,54.4,10.2,0.88,27.9,165.2,195.9,Moderate,192.79600000000065,Moderate
Kolkata,2019-04-02,487.6,341.3,54.1,5.3,82.6,5.5,9.15,53.6,35.7,291.3,Poor,291.3270000000007,Poor
Bangalore,2019-04-02,277.9,259.0,154.5,43.7,118.7,3.7,3.29,92.0,3.7,427.9,Severe,427.88449999999966,Severe
Delhi,2019-04-03,477.9,517.2,83.9,60.0,222.7,34.8,9.05,87.8,71.0,188.1,Moderate,188.21849999999952,Moderate
Mumbai,2019-04-03,299.5,129.5,74.7,99.7,216.1,4.9,5.62,6.0,39.3,449.5,Severe,450.2205000000002,Severe
Chennai,2019-04-03,278.2,6.6,155.8,146.9,85.9,2.3,5.66,11.6,60.9,428.2,Severe,428.16899999999987,Severe
Kolkata,2019-04-03,133.2,391.0,115.5,80.2,109.2,45.0,5.29,11.5,122.1,351.1,Very Poor,351.08499999999964,Very Poor
Bangalore,2019-04-03,464.4,275.4,108.1,12.8,52.1,4.3,6.71,1.0,195.0,267.0,Poor,266.8794999999999,Poor
Delhi,2019-04-04,390.4,401.0,23.2,139.4,156.4,37.6,4.87,4.8,24.3,363.7,Very Poor,363.7534999999992,Very Poor
Mumbai,2019-04-04,417.1,116.5,69.4,150.0,131.0,27.7,7.49,97.2,145.8,170.0,Moderate,169.70450000000005,Moderate
Chennai,2019-04-04,409.5,29.7,172.2,74.9,147.6,12.6,2.21,41.5,52.9,102.4,Moderate,97.67749999999998,Satisfactory
Kolkata,2019-04-04,148.1,319.1,149.5,114.0,35.8,19.2,6.32,51.4,58.3,321.8,Very Poor,321.84000000000066,Very Poor
Bangalore,2019-04-04,65.1,492.7,12.3,123.8,126.6,4.7,8.13,5.8,47.8,489.5,Severe,489.5284999999999,Severe
Delhi,2019-04-05,138.5,201.1,198.9,136.1,29.3,18.7,4.4,39.1,152.1,314.4,Very Poor,314.52599999999967,Very Poor
Mumbai,2019-04-05,80.0,426.9,158.4,131.1,8.9,29.3,5.66,53.2,175.3,396.1,Very Poor,396.08299999999997,Very Poor
Chennai,2019-04-05,188.4,322.6,113.3,34.0,172.7,49.3,0.7,62.0,26.9,352.7,Very Poor,352.70049999999884,Very Poor
Kolkata,2019-04-05,56.4,174.6,9.4,138.0,142.1,37.3,1.64,87.6,8.1,158.0,Moderate,158.27599999999998,Moderate
Bangalore,2019-04-05,390.6,586.4,140.8,122.9,134.6,49.1,0.6,97.8,174.2,214.2,Poor,213.98650000000015,Poor
Delhi,2019-04-06,59.0,71.4,12.9,31.3,182.3,14.2,6.81,81.4,125.4,160.0,Moderate,160.10199999999998,Moderate
Mumbai,2019-04-06,367.6,323.8,15.8,104.4,139.1,27.6,6.12,93.6,19.4,273.8,Poor,273.7450000000003,Poor
Chennai,2019-04-06,471.3,493.5,121.9,51.8,143.9,35.6,3.2,77.4,139.8,490.7,Severe,490.6109999999987,Severe
Kolkata,2019-04-06,144.3,586.5,53.2,28.7,165.5,26.9,1.65,36.7,11.7,318.9,Very Poor,319.02150000000063,Very Poor
Bangalore,2019-04-06,2.6,170.8,31.3,6.7,244.7,47.4,6.99,50.8,97.2,162.3,Moderate,161.92699999999974,Moderate
Delhi,2019-04-07,175.5,388.2,148.2,104.7,12.9,9.3,2.78,72.4,8.7,347.6,Very Poor,345.56799999999953,Very Poor
Mumbai,2019-04-07,282.2,132.9,114.8,130.5,222.7,36.0,7.89,86.0,190.6,432.2,Severe,432.20699999999874,Severe
Chennai,2019-04-07,419.1,28.6,84.7,54.6,129.2,9.9,4.42,6.1,185.5,242.9,Poor,242.8945000000006,Poor
Kolkata,2019-04-07,79.1,118.7,111.6,18.9,156.2,0.7,8.12,40.0,14.7,176.4,Moderate,176.40900000000047,Moderate
Bangalore,2019-04-07,51.9,223.9,84.4,26.0,239.0,0.8,1.0,84.1,163.3,193.1,Moderate,192.68899999999942,Moderate
Delhi,2019-04-08,162.0,469.3,10.9,92.1,114.2,19.1,6.52,70.1,179.0,456.0,Severe,455.94850000000014,Severe
Mumbai,2019-04-08,195.5,8.5,164.6,125.3,161.4,13.7,7.69,57.0,27.4,358.2,Very Poor,358.18849999999907,Very Poor
Chennai,2019-04-08,52.2,462.4,169.1,33.3,232.9,32.6,8.71,57.7,112.8,446.1,Severe,445.6515000000001,Severe
Kolkata,2019-04-08,432.7,542.0,185.0,8.9,244.6,7.7,1.59,11.5,138.8,156.9,Moderate,156.944,Moderate
Bangalore,2019-04-08,452.4,148.3,19.6,109.1,75.8,19.3,4.67,74.4,152.8,177.5,Moderate,177.67249999999993,Moderate
Delhi,2019-04-09,218.7,376.0,154.8,73.7,143.1,18.7,1.92,7.8,12.4,376.0,Very Poor,376.00450000000006,Very Poor
Mumbai,2019-04-09,143.5,277.5,101.6,9.8,79.7,46.6,2.7,25.5,161.4,318.3,Very Poor,318.36200000000076,Very Poor
Chennai,2019-04-09,287.2,61.1,157.0,42.6,3.7,24.4,1.61,48.3,126.6,437.2,Severe,437.1884999999989,Severe
Kolkata,2019-04-09,439.9,577.9,55.9,141.8,23.5,2.7,1.19,31.0,53.9,161.8,Moderate,161.79499999999956,Moderate
Bangalore,2019-04-09,490.8,143.5,73.6,110.0,178.4,17.9,3.3,8.0,65.4,130.0,Moderate,130.66049999999998,Moderate
